id,match_api_id,match_date,away_player_2_name,away_player_2_rating,away_player_2_potential
21841,530116,2008-09-24 00:00:00,Raul Camara,64,69
21852,530127,2008-09-27 00:00:00,Sergio Ramos,85,92
21859,530134,2008-10-05 00:00:00,Sergio Sanchez,65,72
21870,530205,2008-10-18 00:00:00,Sergio Ramos,85,92
21883,530218,2008-10-26 00:00:00,Andoni Iraola,72,77
21895,530230,2008-11-02 00:00:00,Sergio Ramos,85,92
21898,684585,2009-08-29 00:00:00,Laure,65,74
21913,684734,2009-11-07 00:00:00,Sergio Ramos,85,91
21923,684755,2009-11-21 00:00:00,Pablo Pinillos,73,81
21934,684766,2009-11-29 00:00:00,Sergio Ramos,85,91
21944,684776,2009-12-05 00:00:00,Michel,65,68
21955,684787,2009-12-12 00:00:00,Sergio Ramos,85,91
21965,684804,2009-12-19 00:00:00,Carlos Diogo,70,67
21976,684828,2010-01-03 00:00:00,Sergio Ramos,85,91
21986,684844,2010-01-10 00:00:00,Jose Miguel Josemi,73,68
21997,684866,2010-01-16 00:00:00,Sergio Ramos,85,91
22007,684881,2010-01-24 00:00:00,Jesus Gamez,77,78
22009,684596,2009-09-12 00:00:00,Alvaro Arbeloa,80,81
22018,684885,2010-01-30 00:00:00,Alvaro Arbeloa,80,81
22029,684907,2010-02-06 00:00:00,Facundo Sebastian Roncaglia,68,78
22039,684924,2010-02-13 00:00:00,Sergio Ramos,85,91
22050,684945,2010-02-21 00:00:00,Javier Venta,73,75
22060,684976,2010-02-27 00:00:00,Sergio Ramos,85,90
22071,684999,2010-03-06 00:00:00,Abdoulay Konko,75,80
22081,685014,2010-03-14 00:00:00,Alvaro Arbeloa,80,81
22092,685036,2010-03-20 00:00:00,Lora,69,72
22102,685055,2010-03-25 00:00:00,Sergio Ramos,85,90
22113,685072,2010-03-28 00:00:00,Juan Valera,73,82
22119,684609,2009-09-20 00:00:00,Jesus Perez Francis,69,71
22133,685089,2010-04-04 00:00:00,Alvaro Arbeloa,80,81
22144,685104,2010-04-10 00:00:00,Carles Puyol,88,90
22154,685119,2010-04-15 00:00:00,Alvaro Arbeloa,80,81
22165,685140,2010-04-18 00:00:00,Bruno Saltor,77,79
22175,685153,2010-04-24 00:00:00,Alvaro Arbeloa,80,81
22186,685164,2010-05-02 00:00:00,Cesar Azpilicueta,73,80
22196,685179,2010-05-05 00:00:00,Sergio Ramos,85,90
22207,685197,2010-05-08 00:00:00,Andoni Iraola,79,81
22217,685211,2010-05-16 00:00:00,Sergio Ramos,85,90
22220,684625,2009-09-23 00:00:00,Lassana Diarra,82,85
22230,684648,2009-09-26 00:00:00,Marc Bertran,70,71
22241,684663,2009-10-04 00:00:00,Sergio Ramos,85,91
22251,684681,2009-10-17 00:00:00,Pedro Lopez,75,78
22262,684699,2009-10-24 00:00:00,Sergio Ramos,85,91
22272,684713,2009-10-31 00:00:00,Miguel Torres,74,83
22287,875480,2010-08-29 00:00:00,Alvaro Arbeloa,80,81
22293,875668,2010-11-07 00:00:00,Juan Valera,73,82
22302,875680,2010-11-14 00:00:00,Sergio Ramos,85,91
22312,875692,2010-11-20 00:00:00,Andoni Iraola,79,81
22321,875704,2010-11-29 00:00:00,Sergio Ramos,85,91
22331,875718,2010-12-04 00:00:00,Bruno Saltor,76,79
22340,875730,2010-12-12 00:00:00,Alvaro Arbeloa,82,84
22350,875744,2010-12-19 00:00:00,Mouhamadou Dabo,77,88
22359,875759,2011-01-03 00:00:00,Alvaro Arbeloa,82,84
22369,875785,2011-01-09 00:00:00,Angel Lopez,76,78
22378,875809,2011-01-16 00:00:00,Alvaro Arbeloa,82,84
22397,875513,2010-09-11 00:00:00,Abella Perez Damia,70,76
22407,875842,2011-01-23 00:00:00,,,
22417,875866,2011-01-30 00:00:00,Sergio Ramos,85,91
22426,875891,2011-02-06 00:00:00,Dani Estrada,67,76
22436,875914,2011-02-13 00:00:00,Alvaro Arbeloa,82,84
22445,875935,2011-02-19 00:00:00,,,
22455,875716,2011-02-26 00:00:00,Sergio Ramos,84,90
22464,875752,2011-03-03 00:00:00,"Manolo Gaspar,28",69,73
22474,875786,2011-03-06 00:00:00,Sergio Ramos,84,90
22483,875840,2011-03-12 00:00:00,Juan Ramon Cabrero Juanra,68,75
22493,875880,2011-03-19 00:00:00,Sergio Ramos,84,90
22506,875547,2010-09-18 00:00:00,Sergio Ramos,85,91
22512,875912,2011-04-02 00:00:00,Lora,72,77
22522,875952,2011-04-09 00:00:00,Sergio Ramos,84,90
22531,875970,2011-04-16 00:00:00,Daniel Alves,84,88
22541,875988,2011-04-23 00:00:00,Raul Albiol,81,88
22550,876003,2011-04-30 00:00:00,Carlos Diogo,67,67
22560,875531,2011-05-07 00:00:00,Alvaro Arbeloa,80,84
22569,875501,2011-05-10 00:00:00,Miguel Torres,75,83
22579,875471,2011-05-15 00:00:00,Alvaro Arbeloa,80,84
22588,875447,2011-05-21 00:00:00,Juanma Ortiz,71,80
22606,875562,2010-09-21 00:00:00,Manu Molina,58,74
22615,875576,2010-09-25 00:00:00,Alvaro Arbeloa,82,84
22625,875592,2010-10-03 00:00:00,Manuel Pablo,76,85
22634,875611,2010-10-16 00:00:00,Alvaro Arbeloa,82,84
22644,875628,2010-10-23 00:00:00,Jesus Perez Francis,74,75
22653,875646,2010-10-30 00:00:00,Sergio Ramos,85,91
22659,1051459,2012-01-22 00:00:00,Andoni Iraola,79,79
22673,1051744,2011-10-26 00:00:00,Cristian Zapata,77,82
22681,1051752,2011-10-29 00:00:00,Alvaro Arbeloa,80,83
22696,1051767,2011-11-06 00:00:00,Abella Perez Damia,69,69
22703,1051774,2011-11-19 00:00:00,Alvaro Arbeloa,80,83
22713,1051784,2011-11-26 00:00:00,Luis Perea,76,76
22725,1051796,2011-12-03 00:00:00,Lassana Diarra,82,83
22737,1051808,2011-12-10 00:00:00,Daniel Alves,86,88
22742,1051813,2011-12-17 00:00:00,Alvaro Arbeloa,80,83
22750,1052021,2012-01-07 00:00:00,Allan Nyom,69,76
22760,1051821,2012-01-14 00:00:00,Alvaro Arbeloa,80,83
22776,1051622,2011-08-28 00:00:00,Sergio Ramos,84,90
22782,1051833,2012-05-02 00:00:00,Alvaro Arbeloa,80,80
22791,1051842,2012-01-28 00:00:00,Maurizio Lanzaro,71,73
22801,1051852,2012-02-04 00:00:00,Alvaro Arbeloa,80,83
22809,1051860,2012-02-12 00:00:00,Javier Venta,71,71
22819,1051870,2012-02-18 00:00:00,Alvaro Gonzalez Soberon,62,72
22834,1051885,2012-02-26 00:00:00,Alvaro Arbeloa,80,80
22846,1051897,2012-03-04 00:00:00,Javi Lopez,70,74
22852,1051903,2012-03-10 00:00:00,Alvaro Arbeloa,80,80
22863,1051914,2012-03-18 00:00:00,Sergio Sanchez,73,75
22873,1051924,2012-03-21 00:00:00,Alvaro Arbeloa,80,80
22886,1051677,2011-09-10 00:00:00,Juan Valera,72,74
22891,1051932,2012-03-24 00:00:00,Liassine Cadamuro,65,73
22906,1051947,2012-03-31 00:00:00,Alvaro Arbeloa,80,80
22911,1051952,2012-04-08 00:00:00,Ricardo Costa,75,78
22923,1051964,2012-04-11 00:00:00,Alvaro Arbeloa,80,80
22930,1051971,2012-04-14 00:00:00,Damian Suarez,69,72
22940,1051981,2012-04-21 00:00:00,Alvaro Arbeloa,80,80
22957,1051998,2012-04-29 00:00:00,Coke,75,80
22967,1052008,2012-05-05 00:00:00,Raul Albiol,81,86
22975,1052016,2012-05-13 00:00:00,Pablo Cendros,72,75
22984,1051685,2011-09-18 00:00:00,Sergio Ramos,85,88
22989,1051690,2011-09-21 00:00:00,Alvaro Arbeloa,80,83
22999,1051700,2011-09-24 00:00:00,Tito,66,69
23016,1051717,2011-10-02 00:00:00,Alvaro Arbeloa,80,83
23027,1051728,2011-10-15 00:00:00,Francisco Chica,73,74
23033,1051734,2011-10-22 00:00:00,Alvaro Arbeloa,80,83
23039,1259332,2012-08-19 00:00:00,Joao Pereira,79,81
23055,1260147,2012-11-03 00:00:00,Cristian Sapunaru,76,79
23064,1260177,2012-11-11 00:00:00,Alvaro Arbeloa,80,80
23074,1260203,2012-11-17 00:00:00,Andoni Iraola,78,78
23083,1260225,2012-11-24 00:00:00,Alvaro Arbeloa,80,80
23093,1260262,2012-12-01 00:00:00,Juanfran,78,82
23102,1260235,2012-12-08 00:00:00,Alvaro Arbeloa,80,80
23108,1260272,2012-12-16 00:00:00,Javi Lopez,73,74
23121,1260304,2012-12-22 00:00:00,Alvaro Arbeloa,80,80
23131,1260319,2013-01-06 00:00:00,Dani Estrada,71,72
23140,1260331,2013-01-12 00:00:00,Alvaro Arbeloa,80,80
23156,1259985,2012-08-26 00:00:00,Alvaro Arbeloa,80,80
23165,1259981,2013-01-20 00:00:00,Alvaro Arbeloa,80,80
23176,1260005,2013-01-27 00:00:00,Juan Valera,75,75
23186,1260026,2013-02-02 00:00:00,Alvaro Arbeloa,80,80
23197,1260048,2013-02-09 00:00:00,Coke,73,81
23207,1260067,2013-02-17 00:00:00,Tito,72,73
23217,1260088,2013-02-23 00:00:00,Alvaro Arbeloa,79,79
23226,1260112,2013-03-02 00:00:00,Daniel Alves,84,84
23236,1260144,2013-03-10 00:00:00,Michael Essien,81,81
23245,1260170,2013-03-16 00:00:00,Alan Hutton,72,74
23255,1260196,2013-03-30 00:00:00,Alvaro Arbeloa,79,79
23266,1260004,2012-09-02 00:00:00,Allan Nyom,73,76
23274,1260223,2013-04-06 00:00:00,Christian Lell,74,76
23284,1260131,2013-04-14 00:00:00,Sergio Ramos,86,89
23293,1260160,2013-04-20 00:00:00,Francisco Chica,73,74
23303,1260202,2013-04-27 00:00:00,Raul Albiol,80,84
23312,1260241,2013-05-04 00:00:00,Antonio Rukavina,74,74
23322,1260283,2013-05-11 00:00:00,Raul Albiol,80,84
23331,1260247,2013-05-08 00:00:00,Sergio Sanchez,75,81
23341,1260278,2013-05-26 00:00:00,Alvaro Arbeloa,79,79
23351,1260303,2013-06-01 00:00:00,Oier,71,74
23367,1260022,2012-09-15 00:00:00,Alvaro Arbeloa,80,80
23377,1260044,2012-09-24 00:00:00,Alvaro Arbeloa,80,80
23387,1260063,2012-09-30 00:00:00,Manuel Pablo,71,71
23396,1260080,2012-10-07 00:00:00,Alvaro Arbeloa,80,80
23406,1260097,2012-10-20 00:00:00,Hugo Mallo,74,81
23415,1260121,2012-10-28 00:00:00,Sergio Ramos,87,89
23419,1505556,2013-08-18 00:00:00,Francisco Chica,73,74
23434,1505908,2013-10-26 00:00:00,Daniel Carvajal,77,81
23444,1505918,2013-10-30 00:00:00,Diogo Figueiras,70,76
23455,1505929,2013-11-02 00:00:00,Daniel Carvajal,77,81
23465,1505939,2013-11-09 00:00:00,Carlos Martinez,78,78
23476,1505950,2013-11-23 00:00:00,Daniel Carvajal,77,81
23486,1505960,2013-11-30 00:00:00,Gilberto Garcia,68,69
23497,1505971,2013-12-14 00:00:00,Daniel Carvajal,77,81
23507,1505981,2013-12-22 00:00:00,Alvaro Arbeloa,77,77
23517,1505991,2014-01-06 00:00:00,Hugo Mallo,74,81
23526,1506000,2014-01-12 00:00:00,Daniel Carvajal,77,81
23530,1505574,2013-08-26 00:00:00,Alvaro Arbeloa,78,78
23539,1506003,2014-01-18 00:00:00,Daniel Carvajal,77,81
23550,1506014,2014-01-25 00:00:00,Allan Nyom,73,76
23560,1506024,2014-02-02 00:00:00,Daniel Carvajal,77,81
23571,1506035,2014-02-08 00:00:00,Mario Gaspar,70,76
23581,1506045,2014-02-16 00:00:00,Alvaro Arbeloa,77,77
23592,1506056,2014-02-22 00:00:00,Domingo Cisma,70,70
23602,1506066,2014-03-02 00:00:00,Alvaro Arbeloa,77,77
23613,1506077,2014-03-09 00:00:00,Loukas Vyntra,75,75
23623,1506087,2014-03-15 00:00:00,Daniel Carvajal,77,81
23634,1506098,2014-03-23 00:00:00,Daniel Alves,84,84
23640,1505584,2013-09-01 00:00:00,Andoni Iraola,77,77
23654,1506108,2014-03-26 00:00:00,Daniel Carvajal,77,81
23665,1506119,2014-03-29 00:00:00,Anaitz Arbilla,70,74
23675,1506129,2014-04-05 00:00:00,Daniel Carvajal,77,81
23686,1506140,2014-04-12 00:00:00,Nelson,72,72
23696,1506150,2014-05-07 00:00:00,Nacho Fernandez,71,74
23707,1506161,2014-04-26 00:00:00,Abella Perez Damia,72,72
23717,1506171,2014-05-04 00:00:00,Joao Pereira,79,79
23727,1506181,2014-05-11 00:00:00,Alvaro Arbeloa,77,77
23736,1506190,2014-05-17 00:00:00,Javi Lopez,72,74
23741,1505595,2013-09-14 00:00:00,Daniel Carvajal,77,81
23751,1505855,2013-09-22 00:00:00,Alvaro Arroyo,62,69
23762,1505866,2013-09-25 00:00:00,Alvaro Arbeloa,77,77
23772,1505876,2013-09-28 00:00:00,Juanfran,79,82
23783,1505887,2013-10-05 00:00:00,Alvaro Arbeloa,77,77
23793,1505897,2013-10-19 00:00:00,Jesus Gamez,79,81
23806,1778042,2014-08-25 00:00:00,Adrian Gunino,66,74
23816,1778132,2014-11-01 00:00:00,Daniel Carvajal,79,83
23826,1778142,2014-11-08 00:00:00,Tito,77,77
23837,1778153,2014-11-22 00:00:00,Daniel Carvajal,79,83
23847,1778163,2014-11-29 00:00:00,Daniel Carvajal,79,83
23857,1778173,2014-12-06 00:00:00,Hugo Mallo,75,82
23866,1778182,2014-12-12 00:00:00,Daniel Carvajal,79,83
23876,1778192,2015-02-04 00:00:00,Diogo Figueiras,75,78
23885,1778201,2015-01-04 00:00:00,Daniel Carvajal,79,83
23895,1778211,2015-01-10 00:00:00,Anaitz Arbilla,70,72
23904,1778220,2015-01-18 00:00:00,Daniel Carvajal,79,83
23912,1778048,2014-08-31 00:00:00,Daniel Carvajal,77,83
23921,1778227,2015-01-24 00:00:00,Daniel Carvajal,79,83
23932,1778238,2015-01-31 00:00:00,Aritz Elustondo,64,70
23942,1778248,2015-02-07 00:00:00,Daniel Carvajal,79,83
23953,1778259,2015-02-14 00:00:00,Laure,71,71
23963,1778269,2015-02-22 00:00:00,Daniel Carvajal,79,83
23974,1778280,2015-03-01 00:00:00,Mario Gaspar,75,80
23984,1778290,2015-03-07 00:00:00,Daniel Carvajal,79,83
23995,1778301,2015-03-15 00:00:00,Ivan Lopez,70,79
24005,1778311,2015-03-22 00:00:00,Daniel Carvajal,79,83
24016,1778322,2015-04-05 00:00:00,Dimitri Foulquier,70,79
24022,1778058,2014-09-13 00:00:00,Juanfran,79,79
24036,1778332,2015-04-08 00:00:00,Daniel Carvajal,79,83
24047,1778343,2015-04-11 00:00:00,Manuel Lillo Castellano,70,72
24057,1778353,2015-04-18 00:00:00,Roberto Rosales,73,76
24067,1778363,2015-04-26 00:00:00,Daniel Carvajal,79,83
24076,1778372,2015-04-29 00:00:00,Ximo Navarro,72,76
24086,1778382,2015-05-02 00:00:00,Daniel Carvajal,79,83
24095,1778391,2015-05-09 00:00:00,Antonio Barragan,76,79
24105,1778401,2015-05-17 00:00:00,Daniel Carvajal,79,83
24114,1778410,2015-05-23 00:00:00,Carlos Vigaray,60,71
24123,1778069,2014-09-20 00:00:00,Alvaro Arbeloa,79,79
24133,1778079,2014-09-23 00:00:00,Domingo Cisma,71,71
24144,1778090,2014-09-27 00:00:00,Daniel Carvajal,79,83
24154,1778100,2014-10-05 00:00:00,Oscar de Marcos,78,82
24165,1778111,2014-10-18 00:00:00,Daniel Carvajal,79,83
24175,1778121,2014-10-25 00:00:00,Daniel Alves,83,83
24185,2030089,2015-08-23 00:00:00,Danilo,79,85
24191,2030175,2015-10-31 00:00:00,David Simon,73,78
24200,2030184,2015-11-08 00:00:00,Danilo,81,87
24210,2030194,2015-11-21 00:00:00,Daniel Alves,84,84
24219,2030204,2015-11-29 00:00:00,Daniel Carvajal,81,85
24229,2030214,2015-12-05 00:00:00,Damian Suarez,76,77
24238,2030223,2015-12-13 00:00:00,Danilo,81,87
24248,2030233,2015-12-20 00:00:00,Tito,77,77
24258,2030243,2015-12-30 00:00:00,Carlos Martinez,78,78
24269,2030254,2016-01-03 00:00:00,Danilo,81,87
24279,2030264,2016-01-09 00:00:00,Juanfran,74,75
24295,2030099,2015-08-29 00:00:00,Cristiano Piccini,66,73
24305,2030355,2016-01-17 00:00:00,Lora,76,76
24315,2030365,2016-01-24 00:00:00,Danilo,81,87
24324,2030374,2016-01-31 00:00:00,Javi Lopez,76,76
24334,2030384,2016-02-07 00:00:00,Daniel Carvajal,82,85
24343,2030393,2016-02-13 00:00:00,Oscar de Marcos,80,82
24353,2030403,2016-02-21 00:00:00,Daniel Carvajal,82,85
24362,2030412,2016-02-27 00:00:00,Juanfran,81,81
24372,2030422,2016-03-02 00:00:00,Danilo,81,87
24381,2030431,2016-03-05 00:00:00,Hugo Mallo,78,84
24391,2030441,2016-03-13 00:00:00,Daniel Carvajal,82,85
24404,2030108,2015-09-12 00:00:00,Daniel Carvajal,79,83
24410,2030450,2016-03-20 00:00:00,Coke,80,80
24420,2030460,2016-04-02 00:00:00,Daniel Carvajal,82,85
24429,2030469,2016-04-09 00:00:00,Ander Capa,73,78
24439,2030479,2016-04-16 00:00:00,Daniel Carvajal,82,85
24448,2030488,2016-04-20 00:00:00,Mario Gaspar,79,83
24458,2030498,2016-04-23 00:00:00,Danilo,80,84
24468,2030508,2016-04-30 00:00:00,Danilo,80,84
24479,2030519,2016-05-08 00:00:00,Antonio Barragan,75,75
24489,2030529,2016-05-14 00:00:00,Daniel Carvajal,82,85
24504,2030118,2015-09-19 00:00:00,Miguel Lopes,73,75
24513,2030127,2015-09-23 00:00:00,Daniel Carvajal,81,85
24523,2030137,2015-09-26 00:00:00,Roberto Rosales,75,78
24532,2030146,2015-10-04 00:00:00,Daniel Carvajal,81,85
24542,2030156,2015-10-17 00:00:00,Jose Luis Morales,77,77
24551,2030165,2015-10-24 00:00:00,Danilo,81,87
