id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,home_team_name,away_team_api_id,away_team_name,home_team_goal,away_team_goal,avg_home_prob,avg_draw_prob,avg_away_prob,away_player_1_name,away_player_1_rating,away_player_1_potential,away_player_2_name,away_player_2_rating,away_player_2_potential,away_player_3_name,away_player_3_rating,away_player_3_potential,away_player_4_name,away_player_4_rating,away_player_4_potential,away_player_5_name,away_player_5_rating,away_player_5_potential,away_player_6_name,away_player_6_rating,away_player_6_potential,away_player_7_name,away_player_7_rating,away_player_7_potential,away_player_8_name,away_player_8_rating,away_player_8_potential,away_player_9_name,away_player_9_rating,away_player_9_potential,away_player_10_name,away_player_10_rating,away_player_10_potential,away_player_11_name,away_player_11_rating,away_player_11_potential,home_player_1_name,home_player_1_rating,home_player_1_potential,home_player_2_name,home_player_2_rating,home_player_2_potential,home_player_3_name,home_player_3_rating,home_player_3_potential,home_player_4_name,home_player_4_rating,home_player_4_potential,home_player_5_name,home_player_5_rating,home_player_5_potential,home_player_6_name,home_player_6_rating,home_player_6_potential,home_player_7_name,home_player_7_rating,home_player_7_potential,home_player_8_name,home_player_8_rating,home_player_8_potential,home_player_9_name,home_player_9_rating,home_player_9_potential,home_player_10_name,home_player_10_rating,home_player_10_potential,home_player_11_name,home_player_11_rating,home_player_11_potential
23016,21518,21518,2011/2012,7,2011-10-02 00:00:00,1051717,8558,RCD Espanyol,8633,Real Madrid CF,0,4,0.0904420671771628,0.1682466542238122,0.741311278599025,Iker Casillas,89.0,92.0,Alvaro Arbeloa,80.0,83.0,Sergio Ramos,85.0,88.0,Raul Albiol,82,86,Marcelo,82.0,84.0,Lassana Diarra,82.0,83.0,Xabi Alonso,86.0,87.0,Mesut Oezil,86.0,88.0,Kaka,85.0,85.0,Cristiano Ronaldo,92,94,Gonzalo Higuain,85.0,87.0,Cristian Alvarez,72.0,73.0,Javi Lopez,68.0,73.0,Juan Forlin,75,78,Hector Moreno,76.0,78.0,Didac Vila,72,79,Jose Raul Baena,75.0,78.0,Javi Moreno Marquez,78.0,82.0,Thievy Bifouma,65,73,Joan Verdu,78.0,80.0,Romaric,74,77,Sergio Garcia,74,74
23027,21518,21518,2011/2012,8,2011-10-15 00:00:00,1051728,8633,Real Madrid CF,8603,Real Betis Balompié,4,1,0.8255793754649212,0.1193349281425367,0.055085696392542,Casto Espinosa,70.0,73.0,Francisco Chica,73.0,74.0,Antonio Amaya,69.0,69.0,Jose Dorado,73,74,Nacho Perez,69.0,69.0,Benat Etxebarria,71.0,74.0,Iriney,74.0,74.0,Salva Sevilla,74.0,77.0,Ruben Castro,75.0,75.0,Jorge Molina,73,73,Alvaro Vadillo,64.0,78.0,Iker Casillas,89.0,92.0,Alvaro Arbeloa,80.0,83.0,Sergio Ramos,85,88,Pepe,85.0,86.0,Marcelo,82,84,Lassana Diarra,82.0,83.0,Xabi Alonso,86.0,87.0,Mesut Oezil,86,88,Kaka,85.0,85.0,Cristiano Ronaldo,92,94,Gonzalo Higuain,85,87
23033,21518,21518,2011/2012,9,2011-10-22 00:00:00,1051734,9864,Málaga CF,8633,Real Madrid CF,0,4,0.1279880881658969,0.2072575429470266,0.6647543688870764,Iker Casillas,89.0,92.0,Alvaro Arbeloa,80.0,83.0,Sergio Ramos,85.0,88.0,Pepe,85,86,Marcelo,82.0,84.0,Xabi Alonso,86.0,87.0,Sami Khedira,81.0,84.0,Angel Di Maria,84.0,86.0,Kaka,85.0,85.0,Cristiano Ronaldo,92,94,Gonzalo Higuain,85.0,87.0,Ruben,69.0,73.0,Jesus Gamez,76.0,77.0,Martin Demichelis,79,80,Joris Mathijsen,78.0,78.0,Eliseu,74,75,Jeremy Toulalan,81.0,83.0,Antonio Apono,75.0,77.0,Joaquin,81,81,Santi Cazorla,84.0,87.0,Isco,75,81,Jose Salomon Rondon,77,81
23039,21518,21518,2012/2013,1,2012-08-19 00:00:00,1259332,8633,Real Madrid CF,10267,Valencia CF,1,1,0.7481892789500509,0.1629749557676321,0.0888357652823169,Diego Alves,80.0,84.0,Joao Pereira,79.0,81.0,Ricardo Costa,75.0,78.0,Victor Ruiz,79,83,Jeremy Mathieu,76.0,79.0,Fernando Gago,77.0,82.0,Tino Costa,79.0,83.0,Sofiane Feghouli,75.0,83.0,Jonas,80.0,82.0,Andres Guardado,78,81,Roberto Soldado,84.0,87.0,Iker Casillas,89.0,92.0,Alvaro Arbeloa,80.0,80.0,Pepe,85,86,Sergio Ramos,87.0,89.0,Fabio Coentrao,81,86,Lassana Diarra,81.0,83.0,Xabi Alonso,86.0,86.0,Angel Di Maria,85,88,Mesut Oezil,86.0,89.0,Cristiano Ronaldo,92,94,Gonzalo Higuain,85,87
23055,21518,21518,2012/2013,10,2012-11-03 00:00:00,1260147,8633,Real Madrid CF,8394,Real Zaragoza,4,0,0.8640999753714278,0.0953197110301582,0.0405803135984139,Roberto,79.0,84.0,Cristian Sapunaru,76.0,79.0,Alvaro Gonzalez Soberon,74.0,78.0,Glenn Loovens,71,74,Abraham Minero,69.0,75.0,Jose Movilla,73.0,73.0,Jose Mari,67.0,75.0,Victor Romero Rodriguez,64.0,73.0,Antonio Apono,74.0,78.0,Paco Montanes,72,76,Helder Postiga,75.0,75.0,Iker Casillas,89.0,90.0,Sergio Ramos,87.0,89.0,Pepe,85,86,Raul Albiol,81.0,86.0,Alvaro Arbeloa,80,80,Luka Modric,86.0,89.0,Michael Essien,82.0,85.0,Angel Di Maria,86,88,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Gonzalo Higuain,85,87
23064,21518,21518,2012/2013,11,2012-11-11 00:00:00,1260177,8581,Levante UD,8633,Real Madrid CF,1,2,0.0982296733686973,0.1810725957515416,0.720697730879761,Iker Casillas,89.0,90.0,Alvaro Arbeloa,80.0,80.0,Pepe,85.0,86.0,Sergio Ramos,87,89,Fabio Coentrao,81.0,86.0,Michael Essien,82.0,85.0,Xabi Alonso,87.0,87.0,Jose Maria Callejon,79.0,81.0,Mesut Oezil,87.0,88.0,Angel Di Maria,86,88,Cristiano Ronaldo,92.0,94.0,Gustavo Adolfo Munua,75.0,75.0,Pedro Lopez,72.0,74.0,Sergio Ballesteros,76,76,David Navarro,75.0,75.0,Juanfran Garcia,73,73,Vicente Iborra,74.0,78.0,Pape Kouli Diop,74.0,77.0,Nabil El Zhar,72,75,Jose Javier Barkero,77.0,77.0,Juanlu,73,73,Obafemi Martins,75,80
23074,21518,21518,2012/2013,12,2012-11-17 00:00:00,1260203,8633,Real Madrid CF,8315,Athletic Club de Bilbao,5,1,0.8144581595547052,0.1200798055904207,0.0654620348548738,Gorka Iraizoz Moreno,79.0,80.0,Andoni Iraola,78.0,78.0,Mikel San Jose,77.0,80.0,Borja Ekiza,75,77,Jon Aurtenetxe,74.0,78.0,Ander Iturraspe,75.0,78.0,Carlos Gurpegi,74.0,74.0,Markel Susaeta,78.0,79.0,Iker Muniain,80.0,85.0,Ibai Gomez,74,79,Aritz Aduriz,77.0,77.0,Iker Casillas,89.0,90.0,Alvaro Arbeloa,80.0,80.0,Pepe,85,86,Sergio Ramos,87.0,89.0,Fabio Coentrao,81,86,Luka Modric,86.0,89.0,Xabi Alonso,87.0,87.0,Jose Maria Callejon,79,81,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Karim Benzema,87,87
23083,21518,21518,2012/2013,13,2012-11-24 00:00:00,1260225,8603,Real Betis Balompié,8633,Real Madrid CF,1,0,0.0888397222486737,0.1682643982231497,0.7428958795281766,Iker Casillas,89.0,90.0,Alvaro Arbeloa,80.0,80.0,Pepe,85.0,86.0,Sergio Ramos,87,89,Fabio Coentrao,81.0,86.0,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Angel Di Maria,86.0,88.0,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Karim Benzema,87.0,87.0,Adrian,57.0,64.0,Angel Lopez,72.0,72.0,Antonio Amaya,70,73,Jose Dorado,72.0,74.0,Alex Martinez,62,70,Benat Etxebarria,79.0,83.0,Jose Canas,72.0,75.0,Salvador Agra,73,78,Salva Sevilla,72.0,77.0,Juan Carlos,72,79,Ruben Castro,76,76
23093,21518,21518,2012/2013,14,2012-12-01 00:00:00,1260262,8633,Real Madrid CF,9906,Atlético Madrid,2,0,0.6481601858085624,0.2098085457712512,0.1420312684201863,Thibaut Courtois,79.0,87.0,Juanfran,78.0,82.0,Miranda,78.0,82.0,Cata Diaz,80,80,Diego Godin,79.0,82.0,Koke,73.0,79.0,Mario Suarez,77.0,79.0,Gabi,78.0,79.0,Arda Turan,84.0,85.0,Radamel Falcao,88,90,Diego Costa,78.0,81.0,Iker Casillas,89.0,90.0,Alvaro Arbeloa,80.0,80.0,Pepe,85,86,Sergio Ramos,87.0,89.0,Fabio Coentrao,81,86,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Angel Di Maria,86,88,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Karim Benzema,87,87
23102,21518,21518,2012/2013,15,2012-12-08 00:00:00,1260235,10281,Real Valladolid,8633,Real Madrid CF,2,3,0.0924259930963343,0.1680894910738908,0.7394845158297747,Iker Casillas,89.0,90.0,Alvaro Arbeloa,80.0,80.0,Pepe,85.0,86.0,Sergio Ramos,87,89,Nacho Fernandez,68.0,74.0,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Jose Maria Callejon,79.0,81.0,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Karim Benzema,87.0,87.0,Dani Hernandez,68.0,71.0,Antonio Rukavina,72.0,72.0,Henrique Sereno,75,77,Marc Valiente,73.0,76.0,Mikel Balenziaga,72,75,Victor Perez,73.0,75.0,Alvaro Rubio,72.0,72.0,Patrick Ebert,74,78,Oscar Gonzalez,75.0,75.0,Julian Ramos Omar,70,72,Manucho,64,64
23108,21518,21518,2012/2013,16,2012-12-16 00:00:00,1260272,8633,Real Madrid CF,8558,RCD Espanyol,2,2,0.8544145562388629,0.0974689325553178,0.0481165112058193,Francisco Casilla,70.0,74.0,Javi Lopez,73.0,74.0,Diego Daniel Colotto,76.0,76.0,Hector Moreno,78,83,Victor Alvarez,60.0,73.0,Victor Sanchez Mata,71.0,75.0,Juan Forlin,77.0,78.0,Simao,81.0,81.0,Joan Verdu,80.0,80.0,Wakaso Mubarak,71,78,Sergio Garcia,76.0,76.0,Iker Casillas,89.0,90.0,Alvaro Arbeloa,80.0,80.0,Pepe,85,86,Sergio Ramos,87.0,89.0,Fabio Coentrao,81,86,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Mesut Oezil,87,88,Luka Modric,86.0,89.0,Cristiano Ronaldo,92,94,Jose Maria Callejon,79,81
23121,21518,21518,2012/2013,17,2012-12-22 00:00:00,1260304,9864,Málaga CF,8633,Real Madrid CF,3,2,0.1692267688478364,0.2327452216972673,0.5980280094548963,Antonio Adan,73.0,77.0,Alvaro Arbeloa,80.0,80.0,Pepe,85.0,86.0,Sergio Ramos,87,89,Michael Essien,82.0,85.0,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Angel Di Maria,86.0,88.0,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Karim Benzema,87.0,87.0,Wilfredo Caballero,76.0,76.0,Jesus Gamez,77.0,77.0,Sergio Sanchez,76,76,Martin Demichelis,79.0,79.0,Nacho Monreal,79,81,Ignacio Camacho,75.0,77.0,Joaquin,80.0,80.0,Isco,79,84,Francisco Portillo,64.0,71.0,Eliseu,75,75,Javier Saviola,76,76
23131,21518,21518,2012/2013,18,2013-01-06 00:00:00,1260319,8633,Real Madrid CF,8560,Real Sociedad,4,3,0.7996962217796814,0.1324853879523496,0.0678183902679689,Claudio Bravo,78.0,80.0,Dani Estrada,71.0,72.0,Mikel Gonzalez,74.0,76.0,Inigo Martinez,75,79,Alberto De la Bella,72.0,74.0,Ruben Pardo,69.0,81.0,David Zurutuza,74.0,78.0,Carlos Vela,77.0,82.0,Xabier Prieto,77.0,77.0,Antoine Griezmann,77,84,Diego Ifran,70.0,78.0,Antonio Adan,73.0,77.0,Michael Essien,82.0,85.0,Raphael Varane,76,84,Ricardo Carvalho,80.0,80.0,Alvaro Arbeloa,80,80,Sami Khedira,83.0,85.0,Xabi Alonso,87.0,87.0,Jose Maria Callejon,79,81,Mesut Oezil,87.0,88.0,Cristiano Ronaldo,92,94,Karim Benzema,87,87
